"ID","Gender","Race","Age","Age_rescale","AgeLvl","Edu","CollegeDegree","Income","IncomeLvl","Marital","PO","EarAdopt","EarAdoptLvl","WearTech","SI_1_SSN","SI_2_health","SI_4_phone","SI_5_email","SI_6_location","SI_7_texts","SI_8_numbers","SI_9_birthdate","SI_10_relationship","SI_11_website","SI_12_search","SI_13_religion","SI_14_friends","SI_15_politics","SI_16_media","SI_17_purchases","SI_18_credit","SI_19_drowsiness","SI_20_alertness","SI_21_focus","SI_22_concentration","SI_24_brainwave","SI_25_brain.health","SI_26_substance","SI_27_emotion","SI_28_anxiety","SI_29_mental.image","SI_30_mental.thoughts","SI_31_intelligence","SI_32_sleep","SI_33_sexual.orientation","SI_34_genetic","SI_35_social.media"
"1211160516","Male","American Indian or Alaska Native ","55-64",59.5,5,"Graduate/Professional school or beyond ","college degree","$150,000 - $199,999",8,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,4,4,3,3,4,3,3,4,4,3,3,2,2,4,4,3,3,3,3,4,3,3,3,3,4,4,2,2,3,4,3
"1208543179","Male","Other ","55-64",59.5,5,"Graduate/Professional school or beyond ","college degree","$150,000 - $199,999",8,"Married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",3,4,4,4,3,4,3,3,3,3,3,4,3,3,2,2,4,3,3,3,3,3,4,3,3,3,4,4,3,3,1,4,3
"1213152572","Male","Other ","45-54",49.5,4,"Graduate/Professional school or beyond ","college degree","$100,000 - $149,999 ",7,"Married","Democrat","I am generally among the last to try a new technology product",4,"No",4,4,4,4,3,4,4,3,3,3,4,1,3,1,2,4,3,3,4,2,3,3,4,3,4,4,2,3,2,2,2,3,3
"1131934780","Male","Asian ","45-54",49.5,4,"Some college ","no college degree","Less than $15,000 ",1,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,1,1,4,4,1,4,1,2,3,4,4,4,4,4,4,4,1,4,4,4,4,1,3,1,3,3
"1348746604","Male","Other ","65+",70,6,"Graduate/Professional school or beyond ","college degree","$100,000 - $149,999 ",7,"Married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"1349360442","Male","White","45-54",49.5,4,"High school graduate or equivalent","no college degree","Less than $15,000 ",1,"Divorced","Other","I am generally the last to try a new technology product",5,"No",3,3,4,3,3,3,4,3,3,3,4,2,3,2,3,2,2,2,3,4,3,4,4,3,4,4,4,4,3,3,1,4,3
"1420350777","Male","White","55-64",59.5,5,"Some college ","no college degree","$15,000 - $24,999 ",2,"Divorced","Other","I am generally among the last to try a new technology product",4,"No",4,4,4,4,4,4,4,4,3,4,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3
"1208645855","Male","Asian ","35-44",39.5,3,"College graduate","college degree","$35,000 - $49,999 ",4,"Never married","Democrat","I am generally among the last to try a new technology product",4,"No",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"1420497368","Male","Other ","45-54",49.5,4,"Some college ","no college degree","$50,000 - $74,999 ",5,"Divorced","Other","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,1,2,4,1,1,3,4,2,2,1,3,1,1,2,4,2,4,2,2,2,4,1,4,4,4,4,1,3,1,4,2
"1209770125","Male","Native Hawaiian or Other Pacific Islander ","55-64",59.5,5,"Some college ","no college degree","$100,000 - $149,999 ",7,"Married","Republican","I am generally among the last to try a new technology product",4,"No",4,4,2,3,1,3,2,3,2,3,3,2,3,2,2,2,2,3,3,3,3,3,3,2,3,3,4,4,2,3,2,4,2
"1348783138","Male","Other ","45-54",49.5,4,"Some college ","no college degree","$100,000 - $149,999 ",7,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",3,3,4,3,2,3,2,2,3,3,3,2,2,2,3,2,3,3,4,3,3,4,3,2,4,3,4,4,2,3,1,3,2
"1406864631","Male","Hispanic or Latino","18-24",21,1,"High school graduate or equivalent","no college degree","Less than $15,000 ",1,"Never married","Other","I am generally in the middle when it comes to trying a new technology product ",3,"No",2,2,3,2,3,3,3,4,2,4,2,2,2,2,1,1,4,3,3,2,1,2,2,3,4,4,4,4,3,1,2,3,4
"1334358146","Male","White","55-64",59.5,5,"Graduate/Professional school or beyond ","college degree","$50,000 - $74,999 ",5,"Divorced","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,3,4,4,3,3,4,4,2,2,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2
"1360093311","Male","Native Hawaiian or Other Pacific Islander ","45-54",49.5,4,"Some college ","no college degree","$75,000 - $99,999 ",6,"Never married","Democrat","I am generally among the first to try a new technology product ",2,"Yes",4,4,4,3,4,4,3,2,2,2,4,1,3,1,2,2,3,2,2,2,4,4,4,4,3,2,4,4,2,3,4,3,2
"1216316782","Male","Other ","65+",70,6,"College graduate","college degree","$75,000 - $99,999 ",6,"Never married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,4,4,3,4,3,3,4,4,4,2,3,3,2,3,2,4,4,3,1,2,3,3,3,3,4,4,1,3,3,3,2
"1345728742","Male","American Indian or Alaska Native ","65+",70,6,"College graduate","college degree","$75,000 - $99,999 ",6,"Married","Other","I am generally among the last to try a new technology product",4,"No",4,4,4,3,4,4,3,4,3,3,3,2,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3
"1394239388","Male","American Indian or Alaska Native ","25-34",29.5,2,"College graduate","college degree","$50,000 - $74,999 ",5,"Never married","Independent","I am generally among the first to try a new technology product ",2,"Yes",4,4,4,4,3,4,4,4,3,2,4,3,3,3,3,3,4,3,4,3,3,4,3,4,3,4,3,4,4,3,3,3,3
"1414135123","Male","Black ","45-54",49.5,4,"Some college ","no college degree","$35,000 - $49,999 ",4,"Divorced","Democrat","I am generally among the first to try a new technology product ",2,"Yes",2,4,4,2,1,3,4,1,4,1,1,1,3,1,4,1,1,1,4,1,4,4,4,1,2,4,2,3,3,4,1,4,4
"1361499063","Male","White","18-24",21,1,"College graduate","college degree","$50,000 - $74,999 ",5,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,3,3,4,4,2,4,2,3,3,2,4,2,2,2,4,4,2,3,2,1,2,1,1,2,2,3,4,1,2,1,1,4
"1360179954","Male","Other ","65+",70,6,"Some college ","no college degree","$35,000 - $49,999 ",4,"Married","Independent","I am generally among the last to try a new technology product",4,"No",3,4,4,3,3,3,3,2,3,3,3,1,3,2,2,1,2,3,4,3,4,4,4,1,3,2,4,4,2,4,4,3,3
"1348602745","Male","Other ","55-64",59.5,5,"College graduate","college degree","$15,000 - $24,999 ",2,"Divorced","Independent","I am generally the last to try a new technology product",5,"No",4,3,4,3,4,1,3,2,3,4,4,2,4,3,3,3,3,4,4,3,4,4,4,1,3,4,4,4,3,3,2,4,3
"1329261335","Male","Black ","55-64",59.5,5,"Graduate/Professional school or beyond ","college degree","Less than $15,000 ",1,"Married","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,2,3,4,3,3,3,3,4,2,3,1,2,2,1,1,3,2,2,1,3,2,4,2,3,2,3,3,1,2,1,3,3
"1339741185","Male","White","55-64",59.5,5,"Some college ","no college degree","$50,000 - $74,999 ",5,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4
"1348661790","Male","Asian ","45-54",49.5,4,"College graduate","college degree","$15,000 - $24,999 ",2,"Never married","Independent","I am generally among the last to try a new technology product",4,"No",4,4,4,4,4,1,4,4,2,4,4,1,1,2,3,3,4,3,3,3,3,4,4,1,4,4,4,4,4,1,1,1,1
"1362462902","Male","Black ","45-54",49.5,4,"College graduate","college degree","$25,000 - $34,999 ",3,"Divorced","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,3,4,3,4,3,4,3,3,2,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,4,4
"1323836756","Male","White","45-54",49.5,4,"College graduate","college degree","$15,000 - $24,999 ",2,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,3,4,2,2,4,4,4,2,2,4,4,3,2,4,2,2,4,4,3,4,4,2,2,2,3,4
"1278791611","Male","American Indian or Alaska Native ","45-54",49.5,4,"Some college ","no college degree","$35,000 - $49,999 ",4,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,3,3,4,3,3,4,4,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,4,3
"1215600584","Male","Asian ","65+",70,6,"College graduate","college degree","$75,000 - $99,999 ",6,"Married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,2,2,3,2,2,2,4,2,2,4,3,2,2,3,4,2,2,2,3,2,3,1,3,3,2,2,2,2,4,2,2
"1413055556","Male","White","55-64",59.5,5,"College graduate","college degree","$100,000 - $149,999 ",7,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",3,3,4,3,3,4,3,3,2,3,3,3,2,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,2,3,4,3,3
"1316818812","Male","American Indian or Alaska Native ","65+",70,6,"College graduate","college degree","$100,000 - $149,999 ",7,"Married","Democrat","I am generally among the first to try a new technology product ",2,"Yes",4,2,4,1,3,2,3,3,2,2,2,2,2,2,2,2,3,4,4,3,4,4,4,2,4,4,4,4,4,3,2,2,2
"1079240957","Male","American Indian or Alaska Native ","45-54",49.5,4,"Some college ","no college degree","$50,000 - $74,999 ",5,"Separated","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,2,4,4,1,4,4,1,3,3,4,2,3,1,2,2,3,1,2,3,3,3,2,4,2,3,1,3,1,1,1,1,1
"1348150383","Male","American Indian or Alaska Native ","45-54",49.5,4,"College graduate","college degree","$15,000 - $24,999 ",2,"Never married","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,1,3,1,3,4,1,4,4,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,4,3,4
"1420613313","Male","Other ","18-24",21,1,"Some college ","no college degree","$25,000 - $34,999 ",3,"Never married","Democrat","I am generally the first to try a new technology product ",1,"Yes",4,4,4,1,3,2,4,1,3,2,4,1,1,2,1,3,4,2,1,3,1,4,3,4,4,4,2,2,2,1,4,2,1
"1227212406","Male","Other ","45-54",49.5,4,"College graduate","college degree","$50,000 - $74,999 ",5,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,4,3,3
"1415763084","Male","Black ","55-64",59.5,5,"College graduate","college degree","$35,000 - $49,999 ",4,"Married","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,3,4,4,3,3,4,3,2,2,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,2,4
"1403699965","Male","White","55-64",59.5,5,"College graduate","college degree","$75,000 - $99,999 ",6,"Married","Democrat","I am generally among the first to try a new technology product ",2,"Yes",4,2,3,2,1,3,3,2,2,2,2,1,1,1,1,1,3,2,2,2,3,3,2,1,2,3,2,3,1,2,1,2,2
"1343279314","Male","Other ","55-64",59.5,5,"College graduate","college degree","$75,000 - $99,999 ",6,"Divorced","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,3,3,2,3,4,2,3,3,1,2,3,2,2,3,3,3,3,3,3,4,3,3,4,4,4,2,3,3,4,1
"1348706774","Male","Other ","65+",70,6,"College graduate","college degree","$15,000 - $24,999 ",2,"Married","Republican","I am generally among the last to try a new technology product",4,"Yes",4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4
"1135308369","Male","Other ","65+",70,6,"College graduate","college degree","$50,000 - $74,999 ",5,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,3,1,2,2,2,3,2,3,3,3,2,3,3,3,3,3,2,2,3,3,3,1,2,3,2,3,3,2,1,3,1
"1358585103","Male","White","55-64",59.5,5,"Some college ","no college degree","$75,000 - $99,999 ",6,"Married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,3,2,3,4,4,3,2,2,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,4
"1343308491","Male","Other ","55-64",59.5,5,"Graduate/Professional school or beyond ","college degree","$75,000 - $99,999 ",6,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
"1305282949","Male","White","55-64",59.5,5,"Some college ","no college degree","$100,000 - $149,999 ",7,"Married","Other","I am generally among the last to try a new technology product",4,"No",4,4,4,4,3,4,4,3,3,3,3,3,3,2,3,2,4,4,4,4,4,3,4,4,4,4,4,4,3,2,1,4,1
"1403758241","Male","Black ","45-54",49.5,4,"Some college ","no college degree","$35,000 - $49,999 ",4,"Divorced","Other","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,2,2,2,4,4,4,3,4,4,4,3,1,3,4,1,2,2,2,1,2,4,2,2,3,4,1,1,2,4,4
"1289754121","Male","Black ","55-64",59.5,5,"Some college ","no college degree","More than $200,000",9,"Married","Democrat","I am generally among the first to try a new technology product ",2,"Yes",4,3,4,4,4,4,4,2,4,3,3,1,3,1,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,2,3,4
"1420815286","Male","Asian ","35-44",39.5,3,"Graduate/Professional school or beyond ","college degree","$75,000 - $99,999 ",6,"Married","Republican","I am generally the first to try a new technology product ",1,"Yes",4,3,4,1,4,4,4,2,1,3,4,4,1,3,1,1,3,2,4,2,4,4,4,3,4,3,4,4,2,1,2,2,2
"1349034764","Male","Other ","55-64",59.5,5,"College graduate","college degree","Less than $15,000 ",1,"Widowed","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,4,2,4,4,3,3,4,4,2,4,3
"1132166237","Male","Asian ","45-54",49.5,4,"College graduate","college degree","$50,000 - $74,999 ",5,"Married","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",3,3,2,3,3,2,2,4,3,3,3,3,4,3,3,2,3,3,3,3,2,4,1,3,3,4,3,3,3,2,3,4,2
"1410109718","Male","White","65+",70,6,"College graduate","college degree","$75,000 - $99,999 ",6,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,4,3,3,4,4,3,3,3,4,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,2
"1254216625","Male","White","45-54",49.5,4,"Graduate/Professional school or beyond ","college degree","$75,000 - $99,999 ",6,"Married","Republican","I am generally among the last to try a new technology product",4,"No",4,4,4,4,3,3,4,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3
"1374867994","Male","White","65+",70,6,"College graduate","college degree","$75,000 - $99,999 ",6,"Never married","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,4,4,4,3,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3
"1420130130","Male","White","25-34",29.5,2,"College graduate","college degree","$15,000 - $24,999 ",2,"Married","Republican","I am generally the first to try a new technology product ",1,"Yes",4,1,3,1,1,2,1,3,3,2,2,4,2,3,3,4,2,1,4,4,2,2,2,3,2,3,4,3,2,3,3,2,1
"1132292625","Male","White","55-64",59.5,5,"College graduate","college degree","$100,000 - $149,999 ",7,"Married","Independent","I am generally among the last to try a new technology product",4,"No",4,4,4,4,4,4,4,4,4,4,4,2,3,4,2,4,4,2,2,3,3,2,2,2,2,2,2,3,3,2,4,4,4
"1420358452","Male","White","55-64",59.5,5,"College graduate","college degree","$50,000 - $74,999 ",5,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,2,3,3,2,3,3,2,2,2,3,3,2,2,2,2,4,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2
"1104435929","Male","White","55-64",59.5,5,"Graduate/Professional school or beyond ","college degree","$50,000 - $74,999 ",5,"Married","Republican","I am generally among the last to try a new technology product",4,"No",4,4,2,4,3,2,3,1,3,3,3,1,3,2,2,2,1,3,3,3,4,3,3,1,4,4,4,4,1,3,1,3,1
"1399946720","Male","White","65+",70,6,"High school graduate or equivalent","no college degree","$15,000 - $24,999 ",2,"Divorced","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,4,4,4,3,4,4,3,4,4,4,3,4,3,3,4,3,3,3,3,4,4,4,3,3,4,4,4,3,4,4,3
"1131971809","Male","White","45-54",49.5,4,"High school graduate or equivalent","no college degree","$75,000 - $99,999 ",6,"Married","Republican","I am generally among the last to try a new technology product",4,"No",4,3,4,4,4,4,3,4,2,3,2,2,3,1,2,3,4,3,3,2,2,3,3,4,2,3,3,3,2,3,1,3,2
"1262592173","Male","White","55-64",59.5,5,"High school graduate or equivalent","no college degree","$50,000 - $74,999 ",5,"Married","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,3,4,4,2,4,2,2,2,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3
"1340926156","Male","White","55-64",59.5,5,"College graduate","college degree","$35,000 - $49,999 ",4,"Never married","Republican","I am generally the last to try a new technology product",5,"No",4,3,4,4,3,4,4,2,2,2,2,3,1,3,2,1,3,3,3,3,3,4,3,3,3,3,4,4,1,2,2,3,1
"1305287410","Male","White","65+",70,6,"Graduate/Professional school or beyond ","college degree","$50,000 - $74,999 ",5,"Married","Democrat","I am generally among the last to try a new technology product",4,"No",4,3,1,2,3,2,2,4,1,2,2,4,3,4,1,4,4,3,3,2,1,2,2,2,2,2,1,2,3,2,4,4,1
"1336619573","Male","White","65+",70,6,"College graduate","college degree","$150,000 - $199,999",8,"Married","Independent","I am generally among the first to try a new technology product ",2,"No",4,3,4,4,2,4,3,2,3,2,3,3,3,2,2,2,4,4,4,4,4,3,4,4,4,3,3,3,2,2,2,3,3
"1389145974","Male","White","45-54",49.5,4,"College graduate","college degree","$35,000 - $49,999 ",4,"Married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,3,3,3,3,3,4,3,2,3,3,3,2,2,2,4,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2
"1277774660","Male","Asian ","45-54",49.5,4,"High school graduate or equivalent","no college degree","Less than $15,000 ",1,"Never married","Democrat","I am generally among the last to try a new technology product",4,"No",4,4,4,4,4,4,4,4,4,4,4,3,4,1,2,2,4,1,4,2,3,4,4,4,3,3,4,4,4,3,3,4,4
"1273445333","Male","White","65+",70,6,"Graduate/Professional school or beyond ","college degree","More than $200,000",9,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",3,3,3,3,3,3,2,3,2,2,2,2,2,3,2,3,2,2,2,2,3,3,2,3,2,2,3,3,2,2,2,3,2
"1208632441","Male","White","65+",70,6,"Graduate/Professional school or beyond ","college degree","More than $200,000",9,"Separated","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,3,4,2,4,4,1,2,4,4,1,2,1,2,1,2,3,4,4,4,4,4,2,4,3,4,4,2,2,4,1,4
"1323969120","Male","White","65+",70,6,"Some college ","no college degree","$100,000 - $149,999 ",7,"Married","Independent","I am generally among the last to try a new technology product",4,"No",4,3,4,3,2,4,3,4,2,4,3,2,4,3,2,2,4,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,3
"1343291790","Male","White","65+",70,6,"Some college ","no college degree","$15,000 - $24,999 ",2,"Divorced","Democrat","I am generally among the last to try a new technology product",4,"No",4,4,4,4,4,1,1,3,4,4,1,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,2,3,2,1,3,1
"1347751494","Male","White","55-64",59.5,5,"Some college ","no college degree","$35,000 - $49,999 ",4,"Never married","Other","I am generally the last to try a new technology product",5,"No",4,4,4,3,4,3,3,3,4,3,3,3,2,3,2,2,4,3,3,3,3,3,3,4,3,3,4,3,3,2,3,4,3
"1208600525","Male","White","55-64",59.5,5,"College graduate","college degree","$75,000 - $99,999 ",6,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",3,4,4,4,3,4,4,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,3,4,4,3,3,3,2,3,3
"1316338054","Male","White","45-54",49.5,4,"High school graduate or equivalent","no college degree","$50,000 - $74,999 ",5,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",1,4,4,4,4,4,4,4,1,2,1,3,1,1,2,2,1,2,3,3,3,4,2,4,2,3,2,4,1,1,4,4,1
"1410518344","Male","White","65+",70,6,"Some college ","no college degree","$75,000 - $99,999 ",6,"Never married","Democrat","I am generally among the first to try a new technology product ",2,"No",4,4,4,4,2,3,3,2,4,3,3,4,3,3,2,2,4,3,3,3,3,4,4,3,3,4,4,4,4,3,2,4,3
"1331410788","Male","White","65+",70,6,"College graduate","college degree","$50,000 - $74,999 ",5,"Married","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",3,3,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,4,3,3,3,4,4,1,3,4,4,4,1,1,1,1,1
"1253929344","Male","White","65+",70,6,"Graduate/Professional school or beyond ","college degree","$50,000 - $74,999 ",5,"Married","Independent","I am generally among the first to try a new technology product ",2,"Yes",4,4,4,2,4,3,3,3,3,3,2,4,4,2,3,4,4,3,3,3,3,4,4,1,3,3,4,4,4,4,2,4,4
"1262321171","Male","White","55-64",59.5,5,"College graduate","college degree","$100,000 - $149,999 ",7,"Married","Democrat","I am generally among the last to try a new technology product",4,"Yes",1,3,4,4,2,4,1,1,4,1,1,4,3,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1
"1117753125","Male","White","65+",70,6,"College graduate","college degree","$100,000 - $149,999 ",7,"Married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,3,1,4,3,2,3,3,2,2,2,4,3,3,3,2,3,4,4,4,4,4,4,3,3,4,4,2
"1414562530","Male","White","55-64",59.5,5,"High school graduate or equivalent","no college degree","$50,000 - $74,999 ",5,"Widowed","Republican","I am generally among the last to try a new technology product",4,"No",4,3,4,4,3,4,3,4,3,3,3,2,3,3,3,2,4,3,3,3,3,4,4,3,4,3,3,4,3,2,2,4,3
"1208558994","Male","White","65+",70,6,"Some college ","no college degree","$100,000 - $149,999 ",7,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,3,3,3,3,3,2,4,3,4,3,3,2,2,2,2,4,4,3,4,4,4,3,4,4,4,4,3,3,4,4,3
"1411951569","Male","White","55-64",59.5,5,"College graduate","college degree","$50,000 - $74,999 ",5,"Divorced","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,4,4,3,4,4,2,3,2,4,2,3,4,2,2,4,3,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3
"1132012115","Male","White","55-64",59.5,5,"College graduate","college degree","$50,000 - $74,999 ",5,"Married","Independent","I am generally among the last to try a new technology product",4,"No",4,4,4,4,3,3,4,3,3,3,2,3,3,4,2,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4
"1343331907","Male","White","55-64",59.5,5,"College graduate","college degree","$75,000 - $99,999 ",6,"Married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,2,4,3,3,2,4,4,2,3,3,2,1,2,1,2,2,2,2,1,2,1,2,3,2,3,1,1,1,2,2,2,3
"1407977711","Male","Hispanic or Latino","18-24",21,1,"College graduate","college degree","$75,000 - $99,999 ",6,"Married","Democrat","I am generally the first to try a new technology product ",1,"Yes",4,4,3,3,2,3,2,4,4,3,4,2,3,4,2,4,3,2,3,3,4,3,3,4,3,3,3,4,2,4,2,4,4
"1404350949","Other","White","18-24",21,1,"Some college ","no college degree","$100,000 - $149,999 ",7,"Never married","Independent","I am generally among the last to try a new technology product",4,"No",4,4,4,4,3,4,3,2,4,3,3,4,2,2,2,2,4,4,4,4,4,3,3,4,4,4,4,4,4,3,2,2,3
"1362715453","Male","White","45-54",49.5,4,"Some college ","no college degree","$15,000 - $24,999 ",2,"Never married","Democrat","I am generally among the first to try a new technology product ",2,"No",4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,3,3,4,4,3,4,4,3,3,4,4,4,3,4,4,4
"1388698778","Male","White","45-54",49.5,4,"College graduate","college degree","$75,000 - $99,999 ",6,"Married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,3,4,4,3,4,3,3,2,3,2,3,2,2,4,3,4,4,4,4,4,4,4,4,4,2,3,4,4,4
"1354032702","Male","White","65+",70,6,"College graduate","college degree","$75,000 - $99,999 ",6,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,3,3,3,2,2,3,2,4,4,3,3,3,4,3,4,2,3,3,3,3,3,3,3,2,3,4,3,2,3,3,3
"1377127349","Male","White","55-64",59.5,5,"Some college ","no college degree","Less than $15,000 ",1,"Widowed","Independent","I am generally the last to try a new technology product",5,"No",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1416477093","Female","White","18-24",21,1,"College graduate","college degree","$50,000 - $74,999 ",5,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,3,4,4,3,2,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,4,3,4,3,2,4
"1307276181","Male","Asian ","55-64",59.5,5,"Some college ","no college degree","$35,000 - $49,999 ",4,"Never married","Democrat","I am generally among the last to try a new technology product",4,"Yes",4,3,4,4,4,3,4,2,4,3,4,3,3,3,4,3,4,4,3,3,3,3,4,4,3,3,4,4,3,3,4,4,1
"1074857233","Male","White","65+",70,6,"College graduate","college degree","$35,000 - $49,999 ",4,"Widowed","Republican","I am generally among the first to try a new technology product ",2,"Yes",4,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,1,1,1,2,2
"1241254362","Male","White","55-64",59.5,5,"College graduate","college degree","$100,000 - $149,999 ",7,"Married","Independent","I am generally among the first to try a new technology product ",2,"Yes",4,3,3,3,2,3,4,1,3,2,3,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,3,1,2,2,2,2
"1306216158","Male","White","55-64",59.5,5,"High school graduate or equivalent","no college degree","$35,000 - $49,999 ",4,"Married","Democrat","I am generally among the first to try a new technology product ",2,"Yes",4,4,4,4,3,4,4,2,4,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2
"1329760108","Female","White","65+",70,6,"High school graduate or equivalent","no college degree","$100,000 - $149,999 ",7,"Married","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
